纬度		经度		角度（北顺）	速度（米/秒）	压强（毫巴）
37.940		45.941		11.262		73.906		586.192 
36.960		45.924		15.606		80.028		419.027 
35.932		45.929		20.590		116.949		476.822 
39.955		46.953		7.076		58.706		529.528 
34.916		46.990		16.127		108.166		692.212 
-18.957		46.989		6.710		198.356		250.218 
-19.979		46.979		6.817		199.215		427.293 
-22.947		46.956		14.762		149.611		712.117 
39.954		47.915		10.808		72.240		736.234 
38.933		47.933		10.884		45.479		531.574 
34.916		47.969		15.755		108.410		382.460 
-21.960		47.940		8.564		136.429		586.399 
-22.956		47.968		7.638		112.665		297.134 
-23.965		47.975		4.249		138.132		271.532 
38.930		48.948		13.955		58.524		600.420 
35.927		48.910		7.760		124.690		524.330 
33.930		48.919		15.263		108.381		541.858 
-16.979		48.939		8.713		133.192		261.308 
-18.990		48.935		15.413		99.689		324.490 
-23.974		48.973		14.693		151.093		291.295 
-24.939		48.991		14.126		73.614		480.745 
-25.971		48.963		8.408		140.374		635.213 
39.948		49.958		10.500		71.314		637.953 
38.930		49.943		13.843		58.082		740.574 
37.928		49.984		10.578		72.105		786.447 
33.931		49.927		11.032		114.006		540.648 
31.942		49.929		10.895		135.827		392.218 
-16.949		49.954		11.760		119.766		368.218 
-19.972		49.975		11.248		104.174		577.419 
-21.984		49.958		15.024		100.025		700.503 
-24.949		49.977		8.390		139.715		712.763 
-25.979		49.960		11.031		104.909		657.752 
39.949		50.949		15.007		37.151		384.100 
38.932		50.918		10.409		71.324		556.480 
-15.979		50.931		8.621		133.383		638.706 
-17.965		50.987		8.538		134.647		480.380 
-20.961		50.991		11.028		104.581		722.512 
-25.934		50.960		7.232		114.888		659.223 
-32.961		50.937		4.238		204.866		609.913 
-36.952		50.944		23.333		144.456		466.495 
-37.932		50.944		13.785		121.540		593.722 
-39.949		50.949		21.580		136.819		795.486 
39.953		51.920		13.613		56.403		572.727 
38.932		51.958		6.826		57.341		588.867 
27.927		51.979		13.575		107.655		359.043 
-6.005		51.974		7.246		216.366		310.520 
-18.992		51.930		6.537		195.310		370.976 
-19.954		51.970		14.582		100.451		717.302 
-20.977		51.977		18.285		97.896		439.542 
-25.943		51.987		15.067		129.268		550.746 
-32.964		51.970		11.327		166.248		455.698 
-34.926		51.931		10.773		131.497		621.976 
-35.930		51.955		17.100		152.175		517.232 
-36.955		51.954		23.328		144.558		330.526 
-38.932		51.958		27.907		148.631		547.383 
-39.953		51.920		21.547		137.042		495.704 
38.934		52.979		6.783		56.956		639.509 
28.947		52.985		20.889		73.460		538.274 
25.957		52.928		21.083		74.061		804.983 
21.976		52.959		12.773		106.717		634.663 
-5.015		52.964		5.784		184.110		190.374 
-16.960		52.982		4.232		134.688		275.745 
-30.957		52.976		24.138		113.316		704.510 
-32.973		52.910		11.336		165.944		469.560 
-34.928		52.972		18.969		140.275		490.405 
-35.936		52.932		17.117		152.115		565.159 
-36.959		52.945		21.445		133.910		471.901 
-37.936		52.973		25.595		138.305		337.231 
-38.934		52.979		34.192		143.826		386.704 
-39.954		52.958		32.285		137.392		478.995 
34.938		53.919		13.746		77.566		655.405 
28.959		53.937		20.634		73.152		537.255 
26.952		53.943		56.084		221.304		789.919 
23.929		53.995		16.284		103.916		595.673 
22.983		53.923		16.222		103.737		705.469 
21.941		53.935		19.749		101.426		735.484 
-3.009		53.970		6.657		329.187		382.422 
-4.030		53.979		6.615		149.878		140.280 
-5.006		53.978		2.886		183.920		446.321 
-20.960		53.978		3.324		195.425		691.814 
-25.970		53.920		12.411		141.580		568.496 
-29.927		53.930		14.224		172.000		420.762 
-30.966		53.949		10.859		183.005		529.684 
-31.963		53.975		15.269		159.859		750.912 
-32.919		53.938		12.611		148.448		701.144 
-37.942		53.961		24.074		128.287		415.271 
-39.963		53.895		28.106		134.419		469.581 
33.959		54.916		10.667		48.554		756.146 
29.937		54.945		61.716		230.092		472.719 
28.970		54.942		24.487		84.635		592.101 
26.965		54.928		24.512		84.630		772.897 
25.926		54.982		24.503		84.611		766.121 
-4.024		54.974		2.872		183.031		245.849 
-25.926		54.982		12.381		141.723		571.429 
-26.965		54.928		14.750		154.413		330.093 
-27.960		54.944		14.830		155.406		421.479 
-28.970		54.942		14.055		170.613		448.163 
-29.937		54.945		17.715		177.563		504.817 
-31.974		54.943		11.225		164.148		441.409 
-32.925		54.989		18.729		168.962		542.183 
-33.959		54.916		12.689		149.595		509.765 
-36.971		54.953		21.357		134.369		708.146 
-37.951		54.932		19.165		143.911		556.567 
-38.947		54.966		23.634		147.134		475.979 
-39.970		54.898		28.072		134.627		486.439 
34.954		55.914		24.232		21.391		376.305 
33.966		55.964		25.418		30.322		357.433 
26.977		55.963		23.648		75.855		638.545 
25.942		55.941		24.155		84.440		723.843 
3.000		55.998		6.592		210.136		407.918 
-2.030		55.971		9.173		338.840		439.138 
-3.000		55.998		6.587		149.934		213.364 
-4.017		55.953		4.669		231.819		584.478 
-23.961		55.958		17.637		121.543		648.568 
-24.973		55.948		6.888		116.308		551.082 
-25.942		55.941		12.358		141.879		605.760 
-28.925		55.953		7.021		170.124		360.614 
-29.948		55.944		14.231		171.178		394.843 
-30.929		55.942		10.812		181.755		365.781 
-31.923		55.991		11.230		163.769		446.995 
-33.966		55.964		11.514		165.979		427.139 
-36.917		55.930		21.324		134.499		637.659 
-37.957		55.964		17.279		130.845		687.741 
-38.957		55.936		29.724		341.666		688.706 
38.965		56.968		10.707		43.379		375.226 
34.963		56.959		25.628		29.312		354.185 
33.916		56.954		23.054		38.441		374.807 
32.947		56.971		16.848		31.541		524.527 
31.937		56.928		25.141		32.483		654.000 
26.938		56.935		16.849		80.881		611.584 
-1.013		56.951		2.849		0.706		393.798 
-27.930		56.971		10.642		127.550		652.083 
-28.937		56.991		8.276		144.525		745.867 
-29.962		56.928		11.015		161.491		597.844 
-30.941		56.936		11.122		162.472		502.696 
-31.937		56.928		12.565		147.398		401.854 
-32.947		56.971		12.634		148.419		405.581 
-33.916		56.954		11.520		165.549		251.991 
-36.927		56.930		17.230		130.126		539.352 
-37.971		56.905		23.866		129.080		529.929 
-39.915		56.972		19.961		125.290		559.893 
39.929		57.927		23.888		48.899		420.871 
35.914		57.977		28.880		21.953		116.019 
34.913		57.947		25.656		29.476		308.905 
33.927		57.969		18.860		40.171		325.462 
31.950		57.920		25.159		32.497		337.868 
-25.974		57.942		6.808		166.735		621.576 
-26.954		57.938		10.160		177.377		687.179 
-27.945		57.983		10.595		127.815		717.431 
-28.953		57.949		10.586		128.441		460.487 
-29.974		57.963		8.305		145.496		544.778 
-30.953		57.983		12.511		146.435		425.855 
-31.950		57.920		12.573		147.387		333.506 
-32.959		57.974		10.579		131.301		431.134 
-33.927		57.969		13.312		121.205		258.393 
-34.913		57.947		19.942		121.873		253.819 
-35.914		57.977		10.617		133.784		398.654 
-36.939		57.916		17.197		130.341		491.230 
39.941		58.944		23.871		48.712		344.778 
38.923		58.944		21.428		43.101		367.431 
37.928		58.925		92.002		186.922		373.758 
36.950		58.960		38.302		36.951		340.160 
35.929		58.935		25.922		28.527		139.214 
34.926		58.961		25.298		43.916		260.032 
30.969		58.948		19.478		71.159		783.731 
29.933		58.939		19.967		60.621		684.987 
26.971		58.927		14.213		120.722		711.019 
-2.021		58.977		4.349		130.649		567.227 
-26.971		58.927		8.224		142.984		675.067 
-28.968		58.958		9.780		108.250		559.407 
-31.963		58.963		50.791		57.337		454.432 
-32.974		58.963		11.411		163.849		675.000 
-35.929		58.935		23.152		96.372		395.944 
-36.950		58.960		16.168		115.966		547.119 
-37.928		58.925		17.201		131.395		443.565 
-38.923		58.944		22.468		107.872		740.377 
-39.941		58.944		21.527		137.960		704.036 
38.939		59.932		21.445		43.015		456.922 
34.941		59.962		25.295		43.804		379.598 
32.929		59.961		9.059		297.135		485.977 
29.949		59.944		24.807		358.611		770.795 
-27.923		59.983		6.640		118.639		606.020 
-30.925		59.986		6.614		120.033		685.135 
-32.929		59.961		6.603		121.092		293.979 
-33.957		59.957		10.557		132.425		358.996 
-35.943		59.949		13.187		122.992		497.352 
-36.966		59.919		13.189		123.682		679.625 
-37.940		59.969		17.189		131.567		475.636 
-38.939		59.932		17.236		132.465		640.807 
39.973		60.937		19.797		53.749		363.750 
37.959		60.929		17.709		26.838		540.575 
26.953		60.942		11.940		150.098		623.650 
-3.989		60.957		4.438		229.859		250.566 
-34.957		60.949		18.796		75.250		512.019 
-36.916		60.962		19.032		111.429		577.882 
-37.959		60.929		13.276		153.120		530.508 
-38.953		60.978		13.178		125.375		777.509 
-39.973		60.937		19.797		126.251		754.015 
30.962		61.980		22.122		73.581		708.333 
29.929		61.935		30.033		56.399		674.818 
28.965		61.984		25.524		68.159		284.091 
27.962		61.974		8.346		116.396		625.173 
-4.029		61.958		8.803		229.524		522.222 
-31.955		61.967		11.767		69.417		563.923 
-32.965		61.939		11.864		69.144		623.290 
38.923		62.989		10.760		43.030		552.439 
36.954		62.955		19.266		37.311		431.575 
32.924		62.963		9.435		69.598		535.125 
30.924		62.977		23.438		54.745		335.572 
28.931		62.957		25.367		67.940		297.478 
4.988		62.960		4.389		310.702		626.033 
0.000		62.970		4.262		131.505		430.100 
-11.964		62.991		4.080		314.891		413.918 
-13.962		62.964		9.388		229.876		555.656 
-14.970		62.989		7.256		213.659		642.708 
-15.987		62.950		9.135		188.206		670.089 
35.954		63.972		18.729		68.184		382.085 
31.938		63.956		26.036		58.409		291.543 
30.947		63.945		23.391		54.570		457.568 
29.970		63.983		28.160		70.113		640.678 
27.951		63.934		28.212		70.656		363.381 
26.962		63.952		71.360		202.447		361.756 
3.013		63.957		4.177		227.604		539.909 
-3.013		63.957		5.658		181.527		419.822 
-4.020		63.978		6.600		210.595		602.450 
-13.993		63.969		7.379		245.390		618.546 
-14.953		63.951		7.205		213.206		616.590 
-15.968		63.972		6.074		187.783		713.127 
-28.953		63.964		10.859		48.258		625.708 
-29.970		63.983		28.253		39.684		676.316 
-30.947		63.945		3.720		14.007		634.330 
-32.945		63.954		37.568		44.363		602.474 
37.974		64.956		17.223		47.911		332.839 
36.935		64.927		26.151		55.269		414.721 
35.914		64.949		27.711		47.890		323.122 
33.933		64.952		25.053		65.693		322.781 
32.969		64.935		27.972		68.979		449.001 
31.959		64.986		27.974		69.299		436.868 
30.969		64.963		22.213		63.308		690.972 
29.937		64.945		54.957		17.280		466.184 
28.920		64.975		27.790		77.525		302.822 
27.973		64.978		25.095		67.788		382.020 
26.932		64.941		24.749		76.022		721.402 
0.000		64.961		4.207		227.939		189.098 
-1.003		64.957		2.819		180.487		490.220 
-11.984		64.977		11.374		218.868		455.491 
-15.998		64.976		6.062		187.408		478.452 
-27.973		64.978		42.779		42.473		636.649 
-30.969		64.963		25.133		42.702		724.367 
-31.959		64.986		13.766		55.922		697.535 
37.933		65.953		22.268		59.617		392.620 
36.958		65.952		25.001		64.114		359.987 
35.939		65.959		27.886		84.451		483.479 
32.931		65.985		24.954		65.885		435.735 
31.926		65.961		21.524		72.456		631.766 
28.945		65.960		24.550		75.503		576.899 
27.943		65.967		24.558		75.669		610.532 
2.003		66.000		5.636		359.081		170.070 
-10.002		65.974		8.680		4.420		377.809 
-11.971		65.956		18.195		215.965		185.578 
-12.963		65.961		11.388		218.580		321.921 
-13.962		65.957		11.489		218.673		621.448 
-16.953		65.952		6.429		158.800		494.193 
-29.962		65.942		23.929		52.130		734.871 
36.919		66.987		24.940		63.932		351.606 
35.965		66.959		24.394		73.753		325.880 
32.958		66.946		18.490		68.635		501.404 
31.951		66.971		9.246		69.030		456.809 
30.961		66.984		15.638		64.841		505.078 
28.971		66.936		18.492		69.842		564.085 
0.000		66.959		6.400		151.482		190.246 
-1.000		66.956		6.379		151.804		715.385 
-3.003		66.975		9.069		201.015		282.980 
-4.006		66.999		6.516		209.704		241.019 
-5.012		66.965		4.257		228.054		656.714 
-9.992		66.986		8.070		314.935		211.723 
-12.005		66.972		12.405		199.335		157.615 
-12.997		66.981		13.460		228.413		205.921 
-13.995		66.982		17.829		185.893		492.898 
-15.000		66.974		10.063		251.899		667.337 
-29.930		66.943		23.632		51.743		684.579 
38.917		67.977		30.624		84.728		453.794 
36.949		67.928		21.348		70.530		349.571 
35.929		67.968		24.351		83.059		279.678 
30.930		67.987		27.229		76.645		566.304 
0.000		67.993		6.673		114.891		259.326 
