-1120388.83491016       6178730.57434185        1123477.84586542        -771.129607828309       737.731604507549        917.537613575694
-1128819.90674623	6186378.45513263	1133526.81549418	-917.348763494115	791.410032332859	1095.05690982245
-1138781.22335498	6194550.08916354	1145435.15941459	-1077.19430351081	842.486028313211	1289.43166487247
-1150409.65755081	6203219.72220724	1159372.16963377	-1250.80255627635	891.028936285569	1500.82659792591
-1163843.92420610	6212362.73107320	1175509.35586468	-1438.40978707466	937.193438273809	1729.52576084488
-1179225.70003356	6221956.41571593	1194021.78937217	-1640.37585483811	981.207657311591	1975.96210381319
-1196700.97136410	6231980.68315176	1215089.73149668	-1857.20653306329	1023.36352879108	2240.74530594346
-1216421.60729337	6242418.64892395	1238900.54257059	-2089.57663876341	1064.00993818918	2524.69048551236
-1238547.17733340	6253257.18481168	1265650.89357024	-2338.35617495028	1103.54886948890	2828.85049063817
-1263247.05543918	6264487.44370246	1295549.33069823	-2604.64188467229	1142.43471942229	3154.55471152519
-1290702.87808284	6276105.39416926	1328819.27473869	-2889.79702001650	1181.17696704655	3503.45785225610
-1321111.45565341	6288112.39982262	1365702.57577186	-3195.50286561714	1220.34653615341	3877.60299884481
-1354688.27534326	6300515.88314887	1406463.79143619	-3523.82672608328	1260.58644880989	4279.50474748317
