-1953726.581	9008312.829	1953726.581	-4409.860621	-1782.359868	4409.860621		1773806.22	8161384.385	4516699.836	-5424.032742	-597.5677815	3412.826104
-1958135.976	9006528.324	1958135.976	-4408.928798	-1786.651611	4408.928798		1768381.775	8160784.918	4520111.61	-5424.857552	-601.3678817	3410.722256
-1962544.438	9004739.526	1962544.438	-4407.994911	-1790.942332	4407.994911		1762956.506	8160181.65	4523521.28	-5425.67981	-605.1675861	3408.616883
-1966951.965	9002946.439	1966951.965	-4407.058961	-1795.23203	4407.058961		1757530.416	8159574.583	4526928.844	-5426.499518	-608.9668931	3406.509988
-1971358.555	9001149.063	1971358.555	-4406.120948	-1799.520703	4406.120948		1752103.508	8158963.716	4530334.299	-5427.316673	-612.765801	3404.401571
-1975764.206	8999347.398	1975764.206	-4405.180874	-1803.808348	4405.180874		1746675.784	8158349.051	4533737.646	-5428.131278	-616.5643081	3402.291633
-1980168.916	8997541.446	1980168.916	-4404.238738	-1808.094964	4404.238738		1741247.246	8157730.588	4537138.882	-5428.94333	-620.3624127	3400.180175
-1984572.683	8995731.208	1984572.683	-4403.294542	-1812.380549	4403.294542		1735817.898	8157108.326	4540538.006	-5429.75283	-624.1601133	3398.067198
-1988975.504	8993916.685	1988975.504	-4402.348286	-1816.665101	4402.348286		1730387.741	8156482.267	4543935.016	-5430.559778	-627.957408	3395.952704
-1993377.378	8992097.878	1993377.378	-4401.399971	-1820.948618	4401.399971		1724956.779	8155852.412	4547329.911	-5431.364173	-631.7542953	3393.836692
-1997778.303	8990274.788	1997778.303	-4400.449596	-1825.231097	4400.449596		1719525.014	8155218.759	4550722.689	-5432.166016	-635.5507734	3391.719165
-2002178.277	8988447.417	2002178.277	-4399.497164	-1829.512538	4399.497164		1714092.448	8154581.31	4554113.349	-5432.965305	-639.3468407	3389.600123
-2006577.297	8986615.764	2006577.297	-4398.542674	-1833.792938	4398.542674		1708659.084	8153940.065	4557501.889	-5433.762042	-643.1424956	3387.479568
-2010975.362	8984779.831	2010975.362	-4397.586127	-1838.072296	4397.586127		1703224.925	8153295.025	4560888.307	-5434.556225	-646.9377362	3385.3575
-2015372.468	8982939.619	2015372.468	-4396.627523	-1842.350608	4396.627523		1697789.973	8152646.19	4564272.603	-5435.347855	-650.7325611	3383.23392
-2019768.616	8981095.13	2019768.616	-4395.666864	-1846.627874	4395.666864		1692354.23	8151993.56	4567654.775	-5436.136931	-654.5269684	3381.10883
-2024163.801	8979246.364	2024163.801	-4394.70415	-1850.904092	4394.70415		1686917.7	8151337.136	4571034.82	-5436.923453	-658.3209565	3378.98223
-2028558.023	8977393.322	2028558.023	-4393.739381	-1855.179259	4393.739381		1681480.384	8150676.918	4574412.738	-5437.70742	-662.1145238	3376.854122
-2032951.28	8975536.006	2032951.28	-4392.772558	-1859.453374	4392.772558		1676042.286	8150012.907	4577788.528	-5438.488834	-665.9076686	3374.724507
-2037343.568	8973674.416	2037343.568	-4391.803682	-1863.726434	4391.803682		1670603.407	8149345.103	4581162.187	-5439.267693	-669.7003892	3372.593385
-2041734.886	8971808.553	2041734.886	-4390.832754	-1867.998439	4390.832754		1665163.751	8148673.507	4584533.714	-5440.043998	-673.4926839	3370.460757
-2046125.233	8969938.419	2046125.233	-4389.859773	-1872.269385	4389.859773		1659723.32	8147998.118	4587903.108	-5440.817747	-677.2845512	3368.326626
-2050514.605	8968064.015	2050514.605	-4388.884741	-1876.539271	4388.884741		1654282.116	8147318.938	4591270.367	-5441.588941	-681.0759892	3366.190991
-2054903.001	8966185.341	2054903.001	-4387.907658	-1880.808096	4387.907658		1648840.143	8146635.966	4594635.489	-5442.35758	-684.8669963	3364.053854
-2059290.42	8964302.399	2059290.42	-4386.928525	-1885.075856	4386.928525		1643397.402	8145949.204	4597998.474	-5443.123664	-688.657571	3361.915216
-2063676.858	8962415.189	2063676.858	-4385.947342	-1889.342551	4385.947342		1637953.896	8145258.651	4601359.319	-5443.887192	-692.4477114	3359.775078
-2068062.314	8960523.714	2068062.314	-4384.96411	-1893.608178	4384.96411		1632509.629	8144564.308	4604718.024	-5444.648164	-696.237416	3357.633441
-2072446.785	8958627.973	2072446.785	-4383.97883	-1897.872735	4383.97883		1627064.601	8143866.176	4608074.586	-5445.40658	-700.026683	3355.490305
-2076830.27	8956727.969	2076830.27	-4382.991502	-1902.136221	4382.991502		1621618.816	8143164.255	4611429.004	-5446.16244	-703.8155108	3353.345673
-2081212.767	8954823.701	2081212.767	-4382.002128	-1906.398634	4382.002128		1616172.277	8142458.545	4614781.276	-5446.915744	-707.6038978	3351.199545
-2085594.274	8952915.172	2085594.274	-4381.010706	-1910.659971	4381.010706		1610724.986	8141749.047	4618131.402	-5447.66649	-711.3918422	3349.051922
-2089974.788	8951002.381	2089974.788	-4380.017239	-1914.920231	4380.017239		1605276.945	8141035.762	4621479.38	-5448.414681	-715.1793425	3346.902805
-2094354.308	8949085.332	2094354.308	-4379.021727	-1919.179412	4379.021727		1599828.157	8140318.689	4624825.207	-5449.160314	-718.9663968	3344.752196
-2098732.831	8947164.023	2098732.831	-4378.02417	-1923.437512	4378.02417		1594378.625	8139597.829	4628168.884	-5449.90339	-722.7530037	3342.600094
-2103110.355	8945238.457	2103110.355	-4377.024569	-1927.694529	4377.024569		1588928.351	8138873.183	4631510.407	-5450.643908	-726.5391613	3340.446502
-2107486.879	8943308.634	2107486.879	-4376.022925	-1931.950461	4376.022925		1583477.338	8138144.751	4634849.776	-5451.38187	-730.3248682	3338.291421
-2111862.4	8941374.556	2111862.4	-4375.019238	-1936.205306	4375.019238		1578025.588	8137412.533	4638186.989	-5452.117273	-734.1101224	3336.134851
-2116236.917	8939436.224	2116236.917	-4374.013509	-1940.459063	4374.013509		1572573.105	8136676.531	4641522.045	-5452.850119	-737.8949226	3333.976793
-2120610.427	8937493.638	2120610.427	-4373.005739	-1944.711729	4373.005739		1567119.889	8135936.744	4644854.942	-5453.580406	-741.6792668	3331.817249
-2124982.928	8935546.801	2124982.928	-4371.995927	-1948.963302	4371.995927		1561665.945	8135193.172	4648185.679	-5454.308136	-745.4631536	3329.656219
-2129354.418	8933595.712	2129354.418	-4370.984076	-1953.213781	4370.984076		1556211.274	8134445.817	4651514.254	-5455.033307	-749.2465812	3327.493705
-2133724.895	8931640.373	2133724.895	-4369.970185	-1957.463164	4369.970185		1550755.879	8133694.679	4654840.666	-5455.75592	-753.029548	3325.329708
-2138094.358	8929680.786	2138094.358	-4368.954255	-1961.711449	4368.954255		1545299.763	8132939.758	4658164.913	-5456.475974	-756.8120522	3323.164229
-2142462.803	8927716.951	2142462.803	-4367.936287	-1965.958633	4367.936287		1539842.928	8132181.055	4661486.994	-5457.193469	-760.5940924	3320.997268
-2146830.229	8925748.869	2146830.229	-4366.916281	-1970.204716	4366.916281		1534385.377	8131418.57	4664806.907	-5457.908404	-764.3756667	3318.828827
-2151196.635	8923776.542	2151196.635	-4365.894239	-1974.449695	4365.894239		1528927.112	8130652.304	4668124.651	-5458.620781	-768.1567735	3316.658908
-2155562.017	8921799.97	2155562.017	-4364.87016	-1978.693568	4364.87016		1523468.136	8129882.257	4671440.224	-5459.330599	-771.9374113	3314.48751
-2159926.374	8919819.155	2159926.374	-4363.844045	-1982.936333	4363.844045		1518008.452	8129108.429	4674753.626	-5460.037856	-775.7175782	3312.314635
-2164289.705	8917834.098	2164289.705	-4362.815895	-1987.177989	4362.815895		1512548.061	8128330.822	4678064.853	-5460.742555	-779.4972727	3310.140284
-2168652.005	8915844.799	2168652.005	-4361.785711	-1991.418533	4361.785711		1507086.967	8127549.435	4681373.906	-5461.444693	-783.2764931	3307.964458
-2173013.275	8913851.261	2173013.275	-4360.753492	-1995.657964	4360.753492		1501625.173	8126764.269	4684680.781	-5462.144271	-787.0552377	3305.787159
-2177373.512	8911853.484	2177373.512	-4359.719241	-1999.89628	4359.719241		1496162.68	8125975.325	4687985.479	-5462.841289	-790.8335049	3303.608387
-2181732.713	8909851.469	2181732.713	-4358.682957	-2004.133478	4358.682957		1490699.491	8125182.602	4691287.998	-5463.535747	-794.611293	3301.428143
-2186090.877	8907845.217	2186090.877	-4357.644642	-2008.369558	4357.644642		1485235.609	8124386.102	4694588.335	-5464.227644	-798.3886004	3299.246428
-2190448.002	8905834.73	2190448.002	-4356.604295	-2012.604516	4356.604295		1479771.037	8123585.825	4697886.49	-5464.91698	-802.1654254	3297.063244
