14418	8046
11664	8010
8118	7974
9162	7992
9630	7992
7398	7956
4716	7956
6750	7956
1602	7938
3528	7902
5616	7920
2502	7902
8118	7668
1566	7650
9144	7650
9594	7650
10332	7650
7452	7596
6534	7290
5598	7254
11574	7164
6750	7146
8064	7146
10296	7182
9162	7146
2484	7110
4644	7110
6480	7128
7380	7128
3510	7110
5022	7110
1458	7092
2106	7074
5616	7110
14544	7020
1404	6984
13302	6984
2268	6858
14040	6840
14418	6840
8460	6642
8100	6606
1314	6480
9180	6318
11376	6318
2772	6282
8478	6300
9810	6300
10242	6318
6732	6282
7380	6264
8118	6282
5040	6264
5580	6246
5238	6210
6372	6210
4518	6192
4158	6084
3888	6066
3726	6012
9846	5976
3096	5958
10242	5922
5238	5886
4104	5868
1692	5832
1224	5814
4626	5814
4104	5688
4554	5634
1728	5652
5094	5634
3042	5508
4500	5508
5058	5454
4914	5346
13050	5346
9846	5292
13266	5292
4194	5238
11142	5274
3474	5238
7434	5256
9162	5256
9972	5256
10458	5238
5616	5220
8118	5220
3042	5220
5274	5202
6372	5220
1080	5202
4050	5202
1548	5184
2394	5184
4716	5184
2196	5166
4932	5184
5292	5058
4104	5004
5130	4968
2160	4950
4986	4896
4662	4878
5508	4878
5634	4860
6408	4860
7398	4842
1566	4788
5274	4788
990	4752
4968	4680
2124	4662
6390	4662
8082	4662
9162	4662
7398	4662
5562	4608
5346	4572
5886	4554
4986	4572
10008	4446
9198	4392
4590	4356
5598	4356
5994	4356
5472	4356
900	4338
5004	4302
1278	4266
2088	4266
4140	4284
5292	4284
5832	4284
4338	4248
9954	4230
10422	4230
8046	4104
7416	4104
6390	4086
9180	4086
5508	4068
5616	4050
5922	4050
6678	4050
6030	4050
6984	4050
9882	4032
7452	3888
6642	3852
8316	3888
6408	3852
5868	3834
7020	3852
6840	3726
5580	3780
810	3762
1242	3744
3114	3762
4140	3744
4644	3762
5166	3780
6174	3726
6552	3690
7722	3636
8262	3654
1962	3636
8802	3618
7506	3618
10152	3618
7110	3582
6840	3546
7830	3528
3186	3366
4932	3348
3438	3330
3852	3330
4104	3348
5166	3330
3312	3348
4356	3348
4644	3330
5580	3312
7110	3276
7308	3186
3168	3186
3474	3186
4950	3186
5148	3168
4500	3150
4140	3132
7848	3132
630	3024
7452	2988
3456	2988
5364	2952
8352	2970
3132	2916
3798	2952
4626	2934
5976	2952
6768	2952
8118	2952
4518	2934
5166	2934
5544	2916
6516	2934
4104	2916
5058	2916
7812	2898
1818	2898
4104	2808
7308	2844
7128	2844
9162	2790
6696	2754
3456	2808
3132	2772
4608	2736
8118	2736
5022	2736
6516	2718
7074	2718
6858	2664
7740	2628
9180	2664
8082	2628
10188	2628
5004	2556
6282	2538
3114	2502
3456	2502
4590	2502
4104	2484
11970	2466
11376	2448
13068	2430
7434	2376
6336	2358
7740	2340
8262	2358
9198	2340
5526	2340
6840	2322
3294	2250
3474	2250
4122	2250
4590	2250
6012	2214
6156	2142
11304	2160
6282	2142
11952	2142
5148	2124
432	2106
3294	2070
13050	2088
4086	2070
3096	2070
1674	2016
8298	1908
5184	1908
5508	1908
6030	1890
7452	1908
7722	1890
5058	1800
6840	1728
6120	1710
1638	1656
5652	1548
9198	1494
5976	1476
6390	1404
306	1386
4068	1386
7452	1368
6624	1332
6876	1350
8262	1314
4986	1260
6066	1278
6408	1278
5616	1278
7416	1116
6894	1062
1854	1008
5796	936
2178	864
6768	756
3960	738
5832	738
6624	738
7416	720
11880	702
12978	684
216	414
3798	360
8262	288
5832	288
6516	288
6642	270
7434	270
8748	252
10872	216
11880	198
12960	162
