1772823.42771659	8161276.04981602	4517318.17041549	-5424.17606434297	-598.255774589159	3412.44096315145
1771738.57599720	8161156.32265742	4518000.61653728	-5424.34111254724	-599.015808734084	3412.02024455810
1770653.69127838	8161036.44349358	4518682.97850925	-5424.50605871448	-599.775827087176	3411.59946498019
1769568.77358052	8160916.41232764	4519365.25631921	-5424.67090284299	-600.535829635026	3411.17862442599
1768483.82292404	8160796.22916278	4520047.44995496	-5424.83564493106	-601.295816364224	3410.75772290378
1767398.83932935	8160675.89400215	4520729.55940431	-5425.00028497698	-602.055787261361	3410.33676042183
1766313.82281685	8160555.40684893	4521411.58465506	-5425.16482297905	-602.815742313029	3409.91573698842
1765228.77340696	8160434.76770628	4522093.52569504	-5425.32925893556	-603.575681505819	3409.49465261183
1764143.69112008	8160313.97657738	4522775.38251204	-5425.49359284484	-604.335604826324	3409.07350730034
1763058.57597663	8160193.03346541	4523457.15509390	-5425.65782470516	-605.095512261139	3408.65230106222
1761973.42799700	8160071.93837354	4524138.84342841	-5425.82195451484	-605.855403796856	3408.23103390577
1760888.24720162	8159950.69130495	4524820.44750340	-5425.98598227218	-606.615279420070	3407.80970583925
1759803.03361090	8159829.29226283	4525501.96730668	-5426.14990797550	-607.375139117377	3407.38831687096
1758717.78724524	8159707.74125037	4526183.40282609	-5426.31373162310	-608.134982875372	3406.96686700917
1757632.50812505	8159586.03827075	4526864.75404943	-5426.47745321328	-608.894810680651	3406.54535626217
1756547.19627076	8159464.18332716	4527546.02096453	-5426.64107274438	-609.654622519811	3406.12378463824
1755461.85170276	8159342.17642281	4528227.20355923	-5426.80459021469	-610.414418379449	3405.70215214567
1754376.47444147	8159220.01756088	4528908.30182133	-5426.96800562254	-611.174198246165	3405.28045879274
1753291.06450731	8159097.70674457	4529589.31573869	-5427.13131896624	-611.933962106556	3404.85870458774
1752205.62192069	8158975.24397710	4530270.24529911	-5427.29453024412	-612.693709947222	3404.43688953897
1751120.14670202	8158852.62926166	4530951.09049045	-5427.45763945450	-613.453441754762	3404.01501365470
1750034.63887172	8158729.86260147	4531631.85130052	-5427.62064659569	-614.213157515778	3403.59307694322
1748949.09845019	8158606.94399973	4532312.52771717	-5427.78355166603	-614.972857216870	3403.17107941284
1747863.52545785	8158483.87345965	4532993.11972823	-5427.94635466383	-615.732540844640	3402.74902107183
1746777.91991513	8158360.65098446	4533673.62732154	-5428.10905558744	-616.492208385691	3402.32690192849
1745692.28184242	8158237.27657737	4534354.05048495	-5428.27165443518	-617.251859826625	3401.90472199111
1744606.61126016	8158113.75024161	4535034.38920629	-5428.43415120537	-618.011495154046	3401.48248126798
1743520.90818875	8157990.07198039	4535714.64347340	-5428.59654589637	-618.771114354557	3401.06017976741
1742435.17264861	8157866.24179694	4536394.81327414	-5428.75883850649	-619.530717414765	3400.63781749768
1741349.40466015	8157742.25969450	4537074.89859635	-5428.92102903408	-620.290304321273	3400.21539446708
1740263.60424380	8157618.12567629	4537754.89942788	-5429.08311747748	-621.049875060688	3399.79291068393
1739177.77141997	8157493.83974555	4538434.81575658	-5429.24510383503	-621.809429619617	3399.37036615650
1738091.90620907	8157369.40190552	4539114.64757029	-5429.40698810506	-622.568967984668	3398.94776089311
1737006.00863153	8157244.81215944	4539794.39485689	-5429.56877028593	-623.328490142451	3398.52509490204
1735920.07870775	8157120.07051054	4540474.05760421	-5429.73045037598	-624.087996079573	3398.10236819160
1734834.11645817	8156995.17696209	4541153.63580012	-5429.89202837356	-624.847485782643	3397.67958077010
1733748.12190320	8156870.13151731	4541833.12943248	-5430.05350427701	-625.606959238270	3397.25673264582
1732662.09506325	8156744.93417947	4542512.53848914	-5430.21487808469	-626.366416433063	3396.83382382707
