-1111994.78711634       6200266.92442122        1133051.52301921        -792.446939104598       735.387481100044        941.991340822074
-1120647.74138794	6207878.41341187	1143352.67930665	-940.363188158508	786.414506317084	1120.97133354149
-1130846.48395859	6215985.30064575	1155525.63616406	-1101.61178577004	834.470536056662	1316.36011711305
-1142724.68895964	6224558.12772461	1169734.90101417	-1276.27714383537	879.620426940326	1528.25852528774
-1156417.34155193	6233568.49752463	1186146.54539129	-1464.54079883869	922.009254033384	1756.88320709465
-1172061.81608290	6242989.81105074	1204929.49619127	-1666.70233290927	961.849620274198	2002.59266870324
-1189799.15359520	6252797.88850171	1226257.07488024	-1883.19867983870	999.411278551352	2265.91125624434
-1209775.53252744	6262971.50006024	1250308.77619946	-2114.62379863700	1035.01343491829	2547.55349005097
-1232143.94618692	6273492.83364117	1277272.30197475	-2361.75067708800	1069.01985360336	2848.45114523531
-1257066.12040386	6284347.92778890	1307345.88984710	-2625.55771849879	1101.83678870453	3169.78558795004
-1284714.72646180	6295527.09813361	1340741.00324638	-2907.26182766229	1133.91377844705	3513.02819761163
-1315275.97009934	6307025.38658665	1377685.48032301	-3208.36103233574	1165.74743822838	3879.99233780275
-1348952.66797863	6318843.06478752	1418427.27687981	-3530.69031866155	1197.88856962795	4272.90136154929
