-1954525.58398557	9007989.81621405	1954525.58398557	-4409.68663652340	-1783.13554056533	4409.68663652340
-1955407.50268473	9007633.10326683	1955407.50268473	-4409.50034128398	-1783.99392476572	4409.50034128398
-1956289.38411658	9007276.21864686	1956289.38411658	-4409.31396348555	-1784.85226814880	4409.31396348555
-1957171.22826462	9006919.16236229	1957171.22826462	-4409.12750313292	-1785.71057069910	4409.12750313292
-1958053.03511233	9006561.93442130	1958053.03511233	-4408.94096023091	-1786.56883240117	4408.94096023091
-1958934.80464321	9006204.53483206	1958934.80464321	-4408.75433478432	-1787.42705323955	4408.75433478432
-1959816.53684074	9005846.96360273	1959816.53684074	-4408.56762679797	-1788.28523319877	4408.56762679797
-1960698.23168843	9005489.22074151	1960698.23168843	-4408.38083627666	-1789.14337226341	4408.38083627666
-1961579.88916975	9005131.30625656	1961579.88916975	-4408.19396322522	-1790.00147041799	4408.19396322522
-1962461.50926822	9004773.22015607	1962461.50926822	-4408.00700764847	-1790.85952764707	4408.00700764847
-1963343.09196731	9004414.96244822	1963343.09196731	-4407.81996955121	-1791.71754393519	4407.81996955121
-1964224.63725053	9004056.53314122	1964224.63725053	-4407.63284893828	-1792.57551926692	4407.63284893828
-1965106.14510139	9003697.93224325	1965106.14510139	-4407.44564581449	-1793.43345362680	4407.44564581449
-1965987.61550336	9003339.15976250	1965987.61550336	-4407.25836018465	-1794.29134699939	4407.25836018465
-1966869.04843996	9002980.21570718	1966869.04843996	-4407.07099205361	-1795.14919936925	4407.07099205361
-1967750.44389468	9002621.10008549	1967750.44389468	-4406.88354142618	-1796.00701072092	4406.88354142618
-1968631.80185103	9002261.81290563	1968631.80185103	-4406.69600830718	-1796.86478103897	4406.69600830718
-1969513.12229251	9001902.35417581	1969513.12229251	-4406.50839270145	-1797.72251030795	4406.50839270145
-1970394.40520261	9001542.72390425	1970394.40520261	-4406.32069461382	-1798.58019851244	4406.32069461382
-1971275.65056485	9001182.92209915	1971275.65056485	-4406.13291404911	-1799.43784563698	4406.13291404911
-1972156.85836273	9000822.94876873	1972156.85836273	-4405.94505101216	-1800.29545166614	4405.94505101216
-1973038.02857976	9000462.80392122	1973038.02857976	-4405.75710550779	-1801.15301658449	4405.75710550779
-1973919.16119944	9000102.48756484	1973919.16119944	-4405.56907754085	-1802.01054037659	4405.56907754085
-1974800.25620528	8999741.99970781	1974800.25620528	-4405.38096711617	-1802.86802302700	4405.38096711617
-1975681.31358079	8999381.34035837	1975681.31358079	-4405.19277423858	-1803.72546452030	4405.19277423858
-1976562.33330948	8999020.50952475	1976562.33330948	-4405.00449891293	-1804.58286484106	4405.00449891293
-1977443.31537486	8998659.50721518	1977443.31537486	-4404.81614114406	-1805.44022397384	4404.81614114406
-1978324.25976044	8998298.33343791	1978324.25976044	-4404.62770093680	-1806.29754190322	4404.62770093680
-1979205.16644974	8997936.98820117	1979205.16644974	-4404.43917829600	-1807.15481861376	4404.43917829600
-1980086.03542626	8997575.47151321	1980086.03542626	-4404.25057322650	-1808.01205409006	4404.25057322650
-1980966.86667353	8997213.78338228	1980966.86667353	-4404.06188573315	-1808.86924831666	4404.06188573315
-1981847.66017506	8996851.92381663	1981847.66017506	-4403.87311582079	-1809.72640127817	4403.87311582079
-1982728.41591437	8996489.89282452	1982728.41591437	-4403.68426349428	-1810.58351295915	4403.68426349428
-1983609.13387497	8996127.69041420	1983609.13387497	-4403.49532875845	-1811.44058334419	4403.49532875845
-1984489.81404038	8995765.31659394	1984489.81404038	-4403.30631161817	-1812.29761241786	4403.30631161817
-1985370.45639413	8995402.77137199	1985370.45639413	-4403.11721207827	-1813.15460016475	4403.11721207827
-1986251.06091973	8995040.05475662	1986251.06091973	-4402.92803014363	-1814.01154656944	4402.92803014363
-1987131.62760071	8994677.16675611	1987131.62760071	-4402.73876581908	-1814.86845161651	4402.73876581908
